Year,Order,Level,Award,Name,Citation,County
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Jennifer Ann GRAY ,For services to Synchronised Swimming.,Buckinghamshire
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Lucan GRAY ,"For services to the Regeneration of Digbeth, Birmingham.",London
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Freda GRIFFIN ,"Head of Care of Residential Provision, Horizons Specialist Academy, Thornaby, Stockton on Tees.  For services to Education and Young People with Complex Learning Needs.",Durham
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Simon GRIFFITHS ,"Headteacher, Lindens Primary School, Streetly, West Midlands. For services to Education.",West Midlands
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Bonamy GRIMES ,"Co-founder, Skyscanner. For services to Technology and Travel.",Norfolk
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Georgina GRUNDY-CAMPBELL ,For services to Humanitarian Emergencies particularly for Ebola Survivors in Sierra Leone.,London
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Gerard GUCKIAN DL,"Chair, Western Health and Social Care Trust. For services to Health and Social Care in Northern Ireland.",Londonderry
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Hazel Joyce HAAS ,For services to Wounded and Injured Service Personnel and the RNLI.,West Yorkshire
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Diane Margaret HAIGH ,For services to Young People in Yorkshire and The Isle of Man through Guiding.,Isle of Man
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms (Jean) Theresa HAINE ,For humanitarian services in Madagascar.,Carmarthenshire
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Elizabeth Mary HAJNRYCH ,"Assistant Officer, Personal Tax, HM Revenue and Customs. For services to Innovation and Taxpayers with Hearing Difficulties.",Lancashire
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr David Ernest HAM ,"Volunteer, Torbay Lifeboat, RNLI.  For services to Maritime Safety.",Devon
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Iffat HAMEED JP,"Teacher, King Edward VII School, Sheffield.  For services to Education and the community in Sheffield.",South Yorkshire
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Lisa Jean Dorris HAMMOND ,"Founder, Maze Hill Pottery and Adopt a Potter Charitable Trust. For services to Ceramics and the Preservation of Craft Skills.",London
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Alift Iris Eugenie HAREWOOD ,Mayor of Macclesfield.  For services to the community in Macclesfield.,Cheshire
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Margaret Helen Mason HARPER ,"Depute Head Teacher, Grange Academy, East Ayrshire.  For services to Education.",Ayrshire and Arran
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Mary Heather HARPER ,"Chairman, Conservatives Abroad. For political service.",Buckinghamshire
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Remilekum Omolara (Remi) HARRIS ,For services to the Music Industry.,London
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Stephen Michael HARRIS ,"Ambulance Motorcycle Paramedic, West Midlands Ambulance Service.  For services to Emergency Care and voluntary service to the community in the West Midlands.",West Midlands
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Sarah HARRISON ,"Lately Senior Partner, Sustainable Development Division, Ofgem. For services to Consumer Protection.",London
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Jane Alison HART ,"Macmillan Lead Cancer Nurse, Aneurin Bevan University Health Board. For services to the Improvement of Cancer Care in South East Wales.",Monmouthshire
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Anne HARVEY ,"Social Worker, Approved Mental Health Practitioner and ChildrenÍs Social Care Service Manager, Sefton Metropolitan Borough Council. For services to Children and Families.",Merseyside
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Diana Marion HASTING ,"Trustee, Parents and Children Together Charity. For services to Children and Families.",Oxfordshire
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Deborah Jayne HAWKES ,"Executive Officer, Ministry of Defence. For services to Defence.",Worcestershire
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr George HAWKINS ,"Director, StepAhead.  For services to Education.",Fife
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Emma HAYES ,"Manager, Chelsea Ladies.  For services to Football.",Surrey
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Rhian Elizabeth HAYWARD ,"Business Development Manager, Aberystwyth University. For services to Entrepreneurship in Wales.",Ceredigion
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Cllr Mark HEALEY ,"Chairman, Devon and Somerset Fire Authority. For services to Fire Safety and Fire Service Reform.",Somerset
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Nigel Kevin HEAPS ,For voluntary service to the British Nuclear Test Veterans Association.,Derbyshire
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs June Cynthia HENNELL ,Dementia Campaigner. For services to Dementia Care and Dementia Awareness.,Gloucestershire
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Jackie HENRY ,"Consulting Partner, Deloitte. For services to the Economy in Northern Ireland.",Belfast
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Ishbel HERD ,For services to Education and Young People.,North Yorkshire
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Margaret Ellen HETHERINGTON ,"Volunteer, Military and Police Support.  For services to Former Security Personnel and their Families in Northern Ireland.",Tyrone
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Janet Kennard HICKINBOTTOM ,"National Education Officer, Farming and Countryside Education. For services to Farming, Countryside Education and Rural Communities.",Warwickshire
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Catherine Obergelle HILL-ODITA ,"For services to the community in Wavertree, Liverpool.",Merseyside
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Peter Adrian HINDLEY ,"Consultant Child and Adolescent Psychiatrist, Paediatric Liaison, St Thomas's Hospital. For services to Children and Young People's Mental Health.",London
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr David HODGSON ,For services to the Voluntary Sector and community in North Tyneside.,Tyne and Wear
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr David Stuart HODGSON ,"Mayor, Bedford Borough Council.  For services to Local Government.",Bedfordshire
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Councillor Peter Charles Max HOGARTH ,"Councillor, Solihull Metropolitan Borough Council. For services to the community in Solihull and Birmingham.",West Midlands
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Thomas William HOGG ,"Mayor, Antrim and Newtownabbey Borough Council. For services to Local Government in Antrim.",Belfast
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Richard Paul HOLLAND ,"Leader, Barbara Bus Fund.  For voluntary service to Transport Accessibility for People with Disabilities.",Middlesex
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Eur Ing Roger HOPKINSON ,For services to the UK's General Aviation Community.,Berkshire
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Issam Abbas HORSHI ,"Managing Director, The White Horse Hotel. For services to the Tourism Industry in Northern Ireland.",Londonderry
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Sydney George HOUSE ,"Lately Conservator of Forests, Perth and Argyll Conservancy, Forestry Commission.  For services to Forestry, the Economy and Tourism in Perthshire.",Perth and Kinross
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Professor Helen Louise Ann HOUSTON ,"Professor of General Practice, School of Medicine, Cardiff University. For services to Medical Education and Health Services in South Wales.",Torfaen
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John Robert HOWARTH ,For services to Scouting and Derby Cathedral.,Derbyshire
2016,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Paul Frederick HUDSON ,For services to Search and Rescue on Dartmoor.,Devon
